time,L1-icache-loads,L1-icache-load-misses
0.025060175,1567426,4521
0.050154380,4642454,10135
0.075244375,3816445,6897
0.100359130,6252859,9490
0.125471394,4034684,9718
0.150568888,7739131,7691
0.175657093,3806780,9264
0.200743439,3335101,8402
0.225831484,3380000,8648
0.250917879,3258069,8400
0.276006074,3406065,8817
0.301094269,12901032,7676
0.326182594,3470537,9074
0.351270719,3056097,8351
0.376358874,3500346,9136
0.401445319,3327684,9005
0.426533464,3470130,8954
0.451621829,3382492,8735
0.476709693,3336865,8682
0.501797568,3271447,8569
0.526883843,3192664,8450
0.551970108,9710885,7401
0.577058083,15659519,7242
0.602146238,3704212,9176
0.627234453,3617440,8785
0.652324688,4415745,9242
0.677418743,3489757,8642
0.702505389,3159773,7867
0.727593194,3224989,8576
0.752690869,3105500,8344
0.777778863,3249582,8289
0.802866938,3235808,8401
0.827954742,3254336,8316
0.853042557,3565320,8461
0.878130442,3204651,8079
0.903218307,3613787,9347
0.928306303,3542657,9406
0.953394298,3695059,9294
0.978480563,3481215,9214
1.003568468,3505227,9124
1.028656263,3489565,8894
1.053742258,3267322,8425
1.078828513,3344383,8755
1.103921978,25574068,3931
1.129021492,17901957,7030
1.154109836,3565820,8724
1.179197602,3539879,8919
1.204283617,3311293,8719
1.229371512,3268954,8163
1.254457587,3407258,8780
1.279545522,3413763,8581
1.304633237,3432081,8979
1.329721182,3320762,5752
1.354807567,32216,66
1.379895482,139962,30
1.404982527,29139,18
1.430068662,30387,31
1.455156486,34832,24
1.467947138,20987970,1209
