time,L1-icache-loads,L1-icache-load-misses
0.025069882,5115656,10436
0.050173815,29622,49
0.075262387,119726,75
0.100350220,31457,60
0.125436742,29911,57
0.150524875,34325,59
0.175611666,30782,45
0.200699590,38109,40
0.225786301,27795,68
0.250873925,127347,39
0.275961346,28131,61
0.301048060,31315,101
0.326136261,36229,60
0.351222924,33881,62
0.376310916,30605,45
0.401397569,28006,36
0.426485621,71497,23
0.451572294,29676,33
0.476658776,26624,68
0.501746659,35440,45
0.526833141,33940,65
0.551920974,28942,27
0.577007496,26771,47
0.602095489,64570,34
0.627181970,32001,66
0.652268564,29150,103
0.677356525,35717,48
0.702442869,25565,46
0.727530780,41225,40
0.752617264,30547,63
0.777705105,48609,68
0.802797178,31770,60
0.827884430,37499,161
0.852972393,33789,64
0.878058885,22531,51
0.903146908,35571,57
0.928233320,28485,71
0.953321343,39271,45
0.978407875,28528,51
1.003495138,29782,253
1.028583120,26589,58
1.053669573,24252,58
1.078757354,33841,53
1.103844228,37284,52
1.128933610,34250,53
1.154020123,32020,47
1.179107574,61432,557
1.204195888,28379,36
1.229282290,27198,54
1.254370352,33538,37
1.279456745,28302,47
1.291833047,15398,11
