time,L1-icache-loads,L1-icache-load-misses
0.025057922,5850333,10967
0.050159893,48258,106
0.075247875,31317,45
0.100335496,28184,65
0.125421918,25506,52
0.150509759,34041,79
0.175596031,27089,71
0.200684103,38025,64
0.225771374,24285,62
0.250859256,125284,58
0.275946687,27358,42
0.301033909,26066,67
0.326122060,33653,82
0.351208952,28083,63
0.376296964,31342,69
0.401383445,19476,55
0.426471557,119892,235
0.451559008,27830,52
0.476645400,21492,38
0.501733331,34707,83
0.526819743,28763,65
0.551908114,31161,44
0.576994336,24580,65
0.602081978,126451,59
0.627169229,27219,50
0.652255361,23068,68
0.677343202,34101,80
0.702429424,29526,104
0.727517265,27786,58
0.752603457,26124,55
0.777700608,70706,50
0.802787430,30576,57
0.827873742,24000,69
0.852961633,31884,74
0.878049005,20587,62
0.903142186,40309,43
0.928228708,25999,65
0.953316269,55705,51
0.978402591,28577,74
1.003489023,25905,122
1.028577444,30249,78
1.053664126,21387,56
1.078752007,37441,64
1.103838339,26272,56
1.128926070,46348,32
1.154012482,30341,90
1.179099723,23633,322
1.204187165,22726,74
1.229273357,22463,45
1.254361218,51455,100
1.279448150,26964,39
1.283743076,7036,916
