time,L1-icache-loads,L1-icache-load-misses
0.025069674,4910066,11460
0.050175179,5035380,10521
0.075263914,6333449,10863
0.100352557,3615352,10109
0.125441392,8386803,9734
0.150529707,4222209,11068
0.175611852,3972793,11319
0.200698446,3881037,10854
0.225786721,10767968,8870
0.250875066,6331298,10186
0.275963239,3938799,10608
0.301051354,3744652,10812
0.326139519,3598033,10762
0.351227734,3534535,10772
0.376315998,3537726,10345
0.401404063,3575376,10465
0.426492608,3602758,11025
0.451574581,17984069,7327
0.476666206,8031030,10075
0.501754931,4290509,11011
0.526843046,3992404,11203
0.551940890,3987285,11075
0.577039335,4036634,11206
0.602127480,3988367,11045
0.627216983,3612730,9939
0.652304598,3834756,10659
0.677392403,3901748,10961
0.702478657,3881111,10824
0.727566712,3791254,10833
0.752663987,3863594,11126
0.777751992,3525290,10041
0.802839955,3954366,10995
0.827926250,3819295,10886
0.853014125,3778763,10591
0.878104079,19273242,6391
0.903196944,24009523,5221
0.928288269,4393422,11229
0.953376163,3191244,8761
0.978464017,3658232,10085
1.003551982,3651072,10248
1.028645017,3655847,10046
1.053733851,3694718,10527
1.078821986,2580104,5532
1.103913201,33989,28
1.129017445,36199,29
1.154122329,29811,18
1.179210124,10896,17
1.204297269,36176,23
1.217942365,20500998,1975
