time,L1-icache-loads,L1-icache-load-misses
0.025069722,10847971,15454
0.050172595,39383,53
0.075259887,50299,56
0.100347758,33598,38
0.125434230,29326,55
0.150522322,31519,42
0.175608955,29081,60
0.200697056,26421,66
0.225783518,27478,50
0.250870769,10653,14
0.275957992,30580,57
0.301044424,30229,63
0.326132276,30147,46
0.351218617,23049,36
0.376306429,50666,18
0.401392912,27188,61
0.426480384,10032,82
0.451567785,30860,57
0.476653977,27163,73
0.501741699,32240,45
0.526827782,23393,51
0.551915633,46701,49
0.577001895,27553,53
0.602079756,25973,59
0.627167770,30299,50
0.652254101,28757,68
0.677341793,31989,42
0.702428014,24261,57
0.727516006,41043,55
0.752608739,25893,39
0.777695911,15717,43
0.802788452,32618,53
0.827874854,28999,51
0.852962807,26627,33
0.878049139,24734,35
0.903136810,37148,45
0.928223212,25263,54
0.953310434,19096,30
0.978397786,35894,84
1.003485098,17053,31
1.028572960,38266,51
1.053659242,26131,59
1.078747133,35044,33
1.103833526,25613,53
1.128920638,21789,34
1.154008900,32743,47
1.179095171,19062,21
1.204182973,35449,48
1.229269276,26863,43
1.254357008,34061,39
1.274981314,748599,1811
