time,L1-icache-loads,L1-icache-load-misses
0.025058372,828844,2685
0.050147902,<not counted>,<not counted>
0.075215713,2153443,4232
0.100283613,2789486,5504
0.125351044,4064204,7002
0.150416515,5263391,6850
0.175480236,2913461,7072
0.200543886,2972825,6876
0.225607058,7460992,6358
0.250689998,307295,710
0.275788568,1316017,3174
0.300880070,1611319,3779
0.325967971,2920433,6807
0.351055992,2864606,6804
0.376143992,2920350,6687
0.401232823,12067425,5586
0.426321093,2958440,6827
0.451409085,2927780,6910
0.476497154,2870004,6810
0.501585126,2963142,7067
0.526672906,2914505,7128
0.551760857,2980760,6860
0.576848797,2919730,6860
0.601936709,2914268,6799
0.627024618,2978139,6903
0.652113950,2909254,6873
0.677203780,21281709,4553
0.702296020,2984191,6822
0.727385351,2920272,6862
0.752482963,2989793,6993
0.777570942,2926604,6656
0.802659163,2977237,6736
0.827747264,2922431,6838
0.852835324,2984940,6686
0.877923465,2915011,6742
0.903011595,2921247,6780
0.928100436,2979044,6752
0.953190936,2913446,6739
0.978279438,2902672,6604
1.003367358,2865999,6786
1.028456279,2924909,6664
1.053544069,2843642,6854
1.078632240,3006982,7149
1.103720380,2368655,4713
1.128807192,35698,38
1.153895212,29193,6
1.178981513,27231,18
1.204069573,77400,50
1.229156174,29572,28
1.254242614,25608,27
1.260128892,7186345,1336
