time,L1-icache-loads,L1-icache-load-misses
0.025070746,820879,2879
0.050177142,2588479,5778
0.075267238,5215317,9647
0.100355454,6213489,10596
0.125443351,3563710,10364
0.150531306,3338241,10354
0.175619173,8316414,10067
0.200707210,3385770,9883
0.225794445,3421286,10277
0.250870402,3098751,9316
0.275958988,3386821,10074
0.301047074,12892589,8043
0.326137051,3685761,9701
0.351225056,3344218,9133
0.376313263,3309074,9053
0.401401099,3113223,8525
0.426488795,3439301,9461
0.451576581,3444405,9694
0.476662417,3473520,9753
0.501749853,3369710,9580
0.526837640,3396776,9312
0.551925786,17520006,6215
0.577013992,8336304,10366
0.602101819,3528339,9463
0.627189514,3183263,8976
0.652277071,3118920,8841
0.677364717,3173829,8770
0.702452313,3129636,8958
0.727539950,3192437,9065
0.752637126,3091184,8331
0.777724942,3341523,9450
0.802812619,3384296,9438
0.827900264,3376058,9527
0.852986451,3407327,9756
0.878073617,3325175,9487
0.903162212,3141936,8579
0.928250069,3355362,9373
0.953338066,3356612,9331
0.978426721,3424751,9291
1.003514668,3384874,9282
1.028602483,3337403,9361
1.053690000,3114773,8643
1.078778027,5899325,8560
1.103873912,29903477,3690
1.128985339,11149890,8823
1.154071634,3191682,8783
1.179164871,2902545,8254
1.204256857,3186507,8849
1.229344803,3342854,9247
1.254432789,3333729,9281
1.279518505,3357018,9438
1.304604461,3044565,8636
1.329692378,4085780,6676
1.354778793,32723,17
1.379866140,32862,6
1.404953226,37566,32
1.430039232,26896,22
1.455127039,37330,18
1.468506628,21158377,780
