time,L1-icache-loads,L1-icache-load-misses
0.025069747,1420595,4883
0.050164322,4757415,16044
0.075239299,4758061,15689
0.100311746,6089956,15913
0.125379771,3583785,15483
0.150446718,8111078,13846
0.175514365,3564788,15694
0.200588341,3474291,15247
0.225653397,3502790,15103
0.250718154,3384204,15052
0.275784951,12408806,11071
0.300851818,4270907,18575
0.325918704,3387445,15720
0.350984911,3485281,16120
0.376051196,3424910,16169
0.401117723,3369117,16154
0.426183900,3423710,16561
0.451248507,3356556,16301
0.476315053,3222584,15598
0.501380919,3501019,16530
0.526447736,21782671,9037
0.551513923,4178833,18780
0.576579828,3489797,16816
0.601645915,3644999,17231
0.626710642,3505784,16793
0.651777098,3169278,14933
0.676841704,3198046,15602
0.701907981,3245099,15753
0.726972828,3266240,15909
0.752047663,3168085,15690
0.777114930,3224851,15499
0.802179657,3169189,15724
0.827245943,3093161,15069
0.852310559,3313847,15760
0.877376946,3463576,16275
0.902442513,3495048,16025
0.927508648,3450711,16246
0.952574895,3506923,15758
0.977641532,3557621,16353
1.002723168,26880123,4953
1.027810824,16569793,12968
1.052889531,3539985,16403
1.077957258,3427400,15949
1.103027083,3379764,16195
1.128093920,3530503,16598
1.153158877,3340529,15909
1.178225463,3374340,15942
1.203303050,3339233,10384
1.228389976,29231,10
1.253478663,52473,8
1.278564998,29098,16
1.303652735,39231,138
1.328740662,33673,7
1.343026506,23034910,1180
