time,L1-icache-loads,L1-icache-load-misses
0.025069826,2085481,6048
0.050175812,4566874,11276
0.075265127,4700820,10336
0.100351213,5865791,10226
0.125439479,3210828,9266
0.150527594,7939955,9631
0.175615799,3949343,11015
0.200702396,3443888,10469
0.225790681,3502890,11021
0.250878868,3492889,10835
0.275967143,12759624,9163
0.301055828,4471312,12324
0.326143915,3660954,11469
0.351232170,3666136,11307
0.376318575,3618044,11215
0.401407202,3650321,11025
0.426495437,3319442,10271
0.451583552,3303540,10302
0.476671699,3282471,10502
0.501759984,7311114,9199
0.526848440,18066974,8162
0.551937136,3896632,11210
0.577023451,3353095,10138
0.602111428,3380712,10095
0.627199473,3187008,9417
0.652294158,482125,1444
0.677392754,127633,371
0.702484851,640603,1940
0.727571196,3555486,10749
0.752667752,3470398,10793
0.777755838,3540945,10339
0.802843983,3478895,10412
0.827932039,3517498,10826
0.853020285,3318642,10067
0.878097420,3483157,10691
0.903186407,3465711,10439
0.928274582,3536105,10683
0.953362647,3489946,10541
0.978450974,3508872,10485
1.003539119,3573959,10722
1.028627494,3135404,9423
1.053715801,9307207,8871
1.078806966,30389009,3180
1.103901271,7448912,12291
1.128989448,3319010,10548
1.154077663,3501593,10877
1.179164089,3319084,10442
1.204252315,3390361,10944
1.229338940,3186122,10236
1.254427186,3664539,11873
1.279513772,2405665,5294
1.304600667,32871,31
1.329688154,20029,8
1.354775479,32954,16
1.379861944,33401,36
1.404950341,30037,20
1.415681442,15889008,968
