time,L1-icache-loads,L1-icache-load-misses
0.025069522,9030847,14417
0.050173574,32792,77
0.075261497,12057,88
0.100349328,30671,48
0.125435720,31776,120
0.150523731,28093,41
0.175610765,23920,65
0.200698686,51301,51
0.225785298,27568,72
0.250872619,13790,37
0.275960021,23637,45
0.301035954,33856,92
0.326123846,33325,58
0.351210257,24485,44
0.376298069,66062,163
0.401384652,27238,60
0.426472024,14941,73
0.451559485,29329,53
0.476645967,34692,89
0.501733859,26737,55
0.526820212,26648,45
0.551907763,38809,49
0.576994255,26815,45
0.602081867,18712,14
0.627169020,29702,53
0.652256141,18264,39
0.677344893,38775,55
0.702431105,20487,80
0.727518957,31080,60
0.752605889,27535,85
0.777693131,54904,58
0.802793373,28236,52
0.827879684,19617,14
0.852967527,35295,68
0.878053719,28382,78
0.903141421,32507,60
0.928227752,23247,63
0.953315294,124963,71
0.978402767,29276,63
1.003489059,19786,24
1.028576940,32950,60
1.053663352,26949,68
1.078751074,30698,32
1.103837417,23777,58
1.128925138,149157,49
1.154012220,29208,74
1.179098441,21523,37
1.204186435,36128,60
1.229272736,28216,71
1.254360568,29592,49
1.279446869,24615,50
1.282926830,11136,1056
