time,L1-icache-loads,L1-icache-load-misses
0.025069762,6131504,11943
0.050172413,34523,90
0.075261287,22420,35
0.100348868,28443,36
0.125435142,23028,47
0.150522913,31423,58
0.175609265,24873,48
0.200696928,42274,52
0.225784990,29160,42
0.250872152,29952,12
0.275959385,29405,47
0.301045756,24475,83
0.326133539,33709,49
0.351219951,26686,68
0.376307613,32521,64
0.401393946,23871,43
0.426481687,119910,75
0.451568811,21207,53
0.476655062,20353,60
0.501748134,35068,64
0.526834187,28879,46
0.551922929,31305,41
0.577011481,24310,32
0.602099104,130244,47
0.627186355,27547,47
0.652272669,21864,19
0.677360260,34812,45
0.702446592,28559,72
0.727534305,28887,39
0.752620527,25525,60
0.777708298,90699,49
0.802801481,29194,38
0.827887693,22605,46
0.852975376,29206,43
0.878061718,28772,48
0.903150799,26578,45
0.928237093,25215,60
0.953324884,68065,27
0.978412837,28775,52
1.003500049,23927,85
1.028587841,30558,68
1.053674074,20601,53
1.078761906,38899,93
1.103848257,25399,48
1.128935921,53920,59
1.154021992,32145,56
1.179108295,26696,73
1.204196197,29450,47
1.229282879,22408,33
1.254370462,37406,46
1.279456683,28530,54
1.281114674,536271,1002
