time,L1-icache-loads,L1-icache-load-misses
0.025058002,3358010,7920
0.050146622,4689866,6973
0.075215303,2985718,6992
0.100281153,5193900,6931
0.125345054,2986523,7160
0.150408565,7462691,6612
0.175472145,2975394,7123
0.200535546,2918301,7246
0.225598928,2942979,7032
0.250675538,2962137,7211
0.275763408,2924443,7114
0.300851119,12107758,5888
0.325939049,2926834,6946
0.351026621,2981070,7076
0.376114441,2928930,7094
0.401202342,2920846,6956
0.426290692,2974271,6842
0.451378433,2919822,7030
0.476466183,2944895,6877
0.501553784,2892603,7151
0.526641555,2920166,6871
0.551729045,2980865,6953
0.576817276,21169161,4486
0.601907107,2916532,7131
0.626994897,2988967,7109
0.652082477,2928934,7115
0.677170119,2991154,7016
0.702257688,2927624,7037
0.727345290,2981378,7033
0.752441800,2927177,7134
0.777529421,2917178,7135
0.802617001,2980289,7171
0.827704673,2920189,7071
0.852792482,2065692,5012
0.877880163,2924274,6921
0.902967694,2979462,7033
0.928055534,2921014,6953
0.953143255,2989808,7144
0.978230906,2915658,6979
1.003318807,2971978,5697
1.028405566,35540,36
1.053493158,28764,12
1.078579238,28384,27
1.103666809,68065,8
1.128753499,28434,11
1.153839471,33117,45
1.164064893,7222462,1331
