time,L1-icache-loads,L1-icache-load-misses
0.025069332,2526981,7456
0.050173273,4934308,12653
0.075261356,5193563,12136
0.100349489,6362081,12589
0.125437101,4047574,12464
0.150524763,8989140,13440
0.175612435,4606666,13554
0.200708557,3925712,12435
0.225796230,3981120,12547
0.250883843,3989642,12289
0.275969434,13740948,13218
0.301057306,4630720,13377
0.326145009,4107119,12325
0.351232591,3771774,11816
0.376320374,3826921,11744
0.401408175,3883035,11578
0.426495958,3556830,10855
0.451583620,3770916,11747
0.476671213,3836285,11613
0.501758954,3859490,11433
0.526845306,18379311,15995
0.551933259,10036289,13335
0.577020772,4199568,12562
0.602108254,4003248,12195
0.627194095,3995160,12146
0.652280078,3922735,12120
0.677367590,3968310,11976
0.702455103,3964854,12173
0.727542636,3481283,10822
0.752642766,3792238,11441
0.777730479,3628521,11050
0.802818042,3696261,11273
0.827904514,3611580,10689
0.852992075,3686020,11436
0.878078178,3614317,11317
0.903165750,3459740,10987
0.928252893,3825866,12149
0.953340535,3800532,11846
0.978428016,3793372,11740
1.003515669,3825059,11611
1.028601662,11239483,13894
1.053689464,32803562,18332
1.078779216,8457501,11992
1.103866838,4260094,12582
1.128954530,3865463,11567
1.154040503,3873835,11751
1.179126294,3800262,11729
1.204213957,3849862,11876
1.229301359,3828827,11731
1.254387512,3440148,7978
1.279473724,26032,14
1.304561485,60355,24
1.329647388,28962,16
1.354734361,13510,12
1.379821473,42855,55
1.395179645,28339522,1157
