time,L1-icache-loads,L1-icache-load-misses
0.025057662,1711880,4727
0.050148433,4047190,7376
0.075218094,4201663,7114
0.100284635,5299917,7067
0.125350045,2977559,7099
0.150413837,2897069,7010
0.175477617,7667360,6512
0.200542348,2987329,7057
0.225605759,2895408,7056
0.250682480,2947201,7055
0.275770622,2874956,6911
0.300858101,12309628,5816
0.325946223,2983725,7073
0.351034273,2876746,7199
0.376122184,2942382,7079
0.401210174,2891817,7042
0.426298536,2938793,7003
0.451386526,2966419,7113
0.476474337,2885765,6909
0.501562138,2968236,7054
0.526650038,2936805,7094
0.551737960,2978330,7180
0.576826280,21661895,5031
0.601917801,3037322,7063
0.627005831,2989194,7002
0.652093693,2925562,6952
0.677181514,2956668,6995
0.702269404,2895845,6881
0.727357375,2938365,6953
0.752454185,2888075,6945
0.777542057,2933720,7022
0.802630047,2962071,6885
0.827718678,2923496,6865
0.852806558,2941552,6929
0.877894570,2920838,6914
0.902982480,2948540,6896
0.928070001,2898964,6969
0.953157822,2946373,6777
0.978245682,2891874,6949
1.003323424,2305115,4597
1.028410024,31801,23
1.053497795,29274,19
1.078584026,27222,15
1.103671927,75726,36
1.128757978,36419,53
1.153844308,30867,68
1.159834785,7201109,1330
