time,L1-icache-loads,L1-icache-load-misses
0.025069734,7142697,26534
0.050173257,27871,236
0.075261002,5231,689
0.100353475,18597,143
0.125439639,20826,194
0.150527312,21710,163
0.175612935,21802,174
0.200700669,20458,262
0.225786914,20666,172
0.250874017,6355,339
0.275961011,22760,171
0.301047384,21979,177
0.326135107,22019,183
0.351221302,17002,119
0.376309106,38771,230
0.401395259,20297,160
0.426482382,7347,255
0.451569326,24586,171
0.476655699,19431,162
0.501743454,23575,226
0.526829657,23426,245
0.551917191,33800,261
0.577003644,20272,176
0.602090727,16518,221
0.627177671,22896,165
0.652263946,21135,170
0.677351539,23664,199
0.702437712,18023,150
0.727525346,31845,258
0.752611529,19257,174
0.777705994,10212,264
0.802793207,22841,186
0.827879591,20136,190
0.852967314,18926,187
0.878053637,17870,137
0.903141211,28522,256
0.928227686,19822,193
0.953315009,11912,223
0.978401973,20794,170
1.003487996,37078,434
1.028575639,20331,181
1.053662004,17583,132
1.078750028,25817,154
1.103836161,20718,172
1.128923164,57986,131
1.154010218,28772,243
1.179096171,13676,65
1.204183856,26028,228
1.229270019,18879,155
1.254357583,25088,175
1.274567763,316879,3571
