time,L1-icache-loads,L1-icache-load-misses
0.025071571,879391,3100
0.050170200,4313724,9461
0.075247139,4390857,9355
0.100316088,5605290,9230
0.125383799,3274151,9368
0.150451138,3167780,9089
0.175532678,7939689,8627
0.200609848,3405364,9563
0.225677368,2985182,8813
0.250742447,3378867,9847
0.275809036,3346525,9650
0.300874187,12272502,7388
0.325941846,4167959,10754
0.351007846,3464355,9882
0.376074516,3347770,9532
0.401141766,3099278,9211
0.426207825,3260514,9563
0.451274865,3251643,9598
0.476339835,3173795,9584
0.501407004,3327620,9900
0.526471874,3174102,9657
0.551538613,7354814,8467
0.576605634,17602760,6576
0.601672103,4115957,10222
0.626737773,3428727,8926
0.651802343,3124647,8721
0.676868672,3211663,8626
0.701935241,472238,1230
0.727024761,118028,275
0.752139698,<not counted>,<not counted>
0.777226531,3145427,6119
0.802312581,3199588,8226
0.827380241,2978042,8262
0.852447260,3338002,9388
0.877512649,3270698,9180
0.902579299,3317125,9489
0.927645519,3306557,9527
0.952711668,3311741,9427
0.977777898,3347636,9638
1.002844278,2932738,8468
1.027910878,3173674,9039
1.052977277,3593562,10313
1.078042957,3358593,9000
1.103111487,3366189,9136
1.128177396,3265026,8879
1.153244756,19425917,5972
1.178328336,23637052,5219
1.203407966,4084692,10062
1.228476135,3891447,9930
1.253542975,3338918,8968
1.278609935,3270674,9035
1.303676714,3228747,8875
1.328742013,3044193,8535
1.353808804,3302801,8826
1.378889444,18466,17
1.403978253,32812,8
1.429064742,37163,22
1.454152822,30250,11
1.479250932,27830,9
1.504327151,48149,18
1.510179981,9001734,415
