time,L1-icache-loads,L1-icache-load-misses
0.025058219,822778,2771
0.050148829,2249475,4851
0.075219118,4839533,8133
0.100285138,5398996,10460
0.125349697,5061985,10705
0.150414487,4121906,10753
0.175479546,8489060,9725
0.200543695,4111476,11063
0.225620804,3940176,10920
0.250707243,3781612,10798
0.275795233,12800207,8488
0.300883521,4185248,10578
0.325971612,4003152,10252
0.351059510,3950910,10058
0.376147480,3840831,9786
0.401235389,3869982,9992
0.426323278,3869886,9868
0.451410968,3913908,9696
0.476498657,3859817,9306
0.501589536,21660383,5464
0.526684195,4148231,9981
0.551771874,3936002,9836
0.576859943,3649590,9615
0.601947683,3646650,9562
0.627313010,3830033,10184
0.652399769,3652511,9743
0.677496749,2655748,6922
0.702615018,2374194,5702
0.727729168,4046160,10045
0.752826547,4108578,10196
0.777914256,3961843,10780
0.803002145,3869444,10770
0.828089894,3795402,11037
0.853180663,3566528,10244
0.878268452,3877351,11505
0.903356192,3749365,11290
0.928444651,3731757,11159
0.953532401,7506884,9979
0.978624489,29972196,3326
1.003727410,9538314,9027
1.028815228,4119256,10438
1.053902958,4007161,10659
1.078990847,3633602,10209
1.104078836,3631999,10338
1.129166525,3631388,10096
1.154254644,3679048,9660
1.179342304,29242,24
1.204429452,34361,16
1.229515501,29837,24
1.254603301,52247,49
1.279689230,23044,39
1.304776780,4510803,80
1.309012277,7079140,301
