time,L1-icache-loads,L1-icache-load-misses
0.025057981,2060821,5390
0.050146892,3862592,6820
0.075215573,4127647,6798
0.100281645,5196304,6670
0.125346006,2985699,6820
0.150409856,2917927,6745
0.175473558,7515921,6440
0.200537519,2912818,6797
0.225601229,2923775,6670
0.250677971,3010827,6126
0.275766093,2910821,6116
0.300854142,12144866,5371
0.325942294,2932063,6194
0.351030256,3007310,6190
0.376118127,2941482,6101
0.401207357,2974076,6002
0.426295088,2890800,6149
0.451383060,2952232,6250
0.476470780,2893361,5986
0.501558471,2946316,6059
0.526646393,2891468,6078
0.551734923,2991701,6222
0.576824344,21268136,4153
0.601913826,2981298,6392
0.627001656,2946387,6262
0.652089337,2948544,6445
0.677176909,2948467,6250
0.702265429,2885455,6263
0.727353350,2956736,6247
0.752451252,2890951,6256
0.777539152,2938365,6273
0.802626993,2858422,6209
0.827715095,3008532,6194
0.852803066,2888288,5990
0.877890956,2942283,5951
0.902978947,2881528,6110
0.928068469,2955268,6130
0.953161710,2909996,6047
0.978250390,2950053,6259
1.003338512,2414386,4287
1.028425053,30867,25
1.053512963,32269,33
1.078599345,26958,35
1.103687176,119068,39
1.128784286,26256,27
1.153870468,29701,91
1.178958269,35869,29
1.204044599,31029,27
1.229132331,29851,30
1.240074071,17618590,2012
