time,L1-icache-loads,L1-icache-load-misses
0.025058239,3654526,9696
0.050148190,5471179,10389
0.075216791,5859896,9589
0.100282900,3692689,10165
0.125345501,3023913,8344
0.150409311,8077851,8912
0.175476801,3305773,9353
0.200549712,3243613,9281
0.225630823,3344195,9644
0.250720542,3242549,9273
0.275808873,12244323,6996
0.300897042,4000120,9517
0.325985393,3460465,9820
0.351071624,3399375,9649
0.376159663,3376222,9596
0.401245934,3310305,9616
0.426333884,3322022,9625
0.451421964,3351114,9911
0.476509525,3122201,8942
0.501597485,3330887,9713
0.526685555,9648827,8114
0.551774316,15608737,7674
0.576863185,3894629,10527
0.601949486,3366002,8851
0.627037605,3480426,9210
0.652125526,3037962,8461
0.677213446,3245577,8366
0.702301516,3233173,8734
0.727378736,3327354,8816
0.752475097,3266233,8518
0.777563257,3172411,8517
0.802651207,3175557,8415
0.827744468,2929549,7866
0.852838347,3540277,9792
0.877926258,3384436,8963
0.903014158,3417792,8983
0.928100438,3374239,9284
0.953188449,3379266,9531
0.978276299,3413454,9096
1.003364129,3098817,8973
1.028452189,3231679,9090
1.053540599,22535150,4554
1.078630860,20471554,6627
1.103718960,3829127,11622
1.128806819,3472995,10596
1.153893220,3394353,10478
1.178980990,3139349,9188
1.204069140,3440679,10035
1.229157061,3381881,9935
1.254245251,3315505,9730
1.279333571,63963,100
1.304419892,30189,16
1.329505991,37222,120
1.354593842,32718,14
1.379680181,25224,10
1.404768212,40724,19
1.410588682,10366921,708
