time,L1-icache-loads,L1-icache-load-misses
0.025069471,1265766,4145
0.050189524,4862485,10938
0.075278415,4655854,9602
0.100367326,5818897,9637
0.125455228,3484588,9448
0.150545339,2820537,7549
0.175648001,5346277,7208
0.200759702,3154894,8031
0.225853275,3927349,10266
0.250941156,3366102,9538
0.276028927,3306423,9481
0.301116979,12566895,7839
0.326208890,3771538,9370
0.351303243,3736062,10342
0.376394893,3515217,10386
0.401482856,3482873,10362
0.426570797,3417018,10283
0.451658579,3467297,10703
0.476746350,3460117,10429
0.501840281,354734,996
0.526938354,239636,633
0.552030191,594550,1759
0.577120786,2377336,6534
0.602214918,7842616,9723
0.627302589,17758594,6693
0.652390452,3949789,10582
0.677478102,3489835,9806
0.702565825,3458693,10066
0.727653666,3072322,9000
0.752753897,3365776,9681
0.777841579,3337975,9823
0.802927640,3346243,10117
0.828014413,3277853,10071
0.853102134,3320634,10170
0.878189946,3324609,9606
0.903278827,3353158,9843
0.928366619,3661563,10216
0.953455251,3506799,9753
0.978543032,3628230,10334
1.003630833,3609141,10085
1.028718595,3602112,10294
1.053807356,3299461,9473
1.078895109,3316217,9492
1.103984109,6150365,9133
1.129076552,28999880,3219
1.154180863,11437389,8847
1.179268645,3583921,9593
1.204356486,3345746,9433
1.229442417,3397106,9526
1.254530110,3299633,9468
1.279618141,3206400,9031
1.304705132,3414172,9771
1.329782814,3045980,7495
1.354870385,30517,184
1.379958798,36308,19
1.405044989,27736,10
1.430132831,40549,17
1.455218902,30391,20
1.480306724,16918729,129
1.480931350,918820,170
