time,L1-icache-loads,L1-icache-load-misses
0.025069931,3777916,10215
0.050176022,5012428,9398
0.075264554,3294767,9479
0.100352945,5808988,9358
0.125429206,3268044,8999
0.150519057,7906848,8763
0.175612088,3670478,10235
0.200698809,3300117,9467
0.225786990,3056172,8986
0.250875082,3475013,10058
0.275963773,11928129,8012
0.301052654,4614122,10311
0.326140725,4013296,10390
0.351228686,3493073,10251
0.376316837,3496190,9966
0.401408087,3060461,9194
0.426496000,3377347,10303
0.451584110,3272772,9936
0.476672082,3273273,9905
0.501760273,3291093,9765
0.526855223,16508382,6836
0.551958674,8817199,10233
0.577046635,3511321,10647
0.602136766,3385212,10716
0.627223018,3341326,9908
0.652310949,3335256,9728
0.677398600,3391067,9804
0.702484691,3368924,10309
0.727572432,3159261,9342
0.752669393,3502032,10242
0.777755624,3461530,10160
0.802843346,3596825,10244
0.827929636,3556790,10173
0.853017498,3579514,10210
0.878106039,3260297,9359
0.903197620,3279786,9560
0.928285501,3367211,9806
0.953371932,3286970,9484
0.978459732,3277399,9276
1.003547484,3332632,9525
1.028633766,6578691,8904
1.053727236,29220518,3420
1.078828477,10885820,8646
1.103916558,3432846,9383
1.129002619,3406588,9588
1.154090360,3401919,9854
1.179178471,3420009,10020
1.204264602,3325091,9904
1.229352584,3429095,10014
1.254440575,3583202,8315
1.279527116,31679,16
1.304614337,11253,31
1.329701098,35663,10
1.354788289,32837,6
1.379875370,32734,6
1.403302690,15752157,1175
