time,L1-icache-loads,L1-icache-load-misses
0.025060153,7790763,12970
0.050155336,32009,66
0.075237140,14809,27
0.100324911,37040,84
0.125411345,34370,60
0.150499288,30171,45
0.175585771,24609,65
0.200673453,48067,43
0.225759916,27691,69
0.250847139,17123,32
0.275934581,30114,40
0.301021134,39472,126
0.326109198,26616,55
0.351195691,33441,150
0.376283552,37786,70
0.401370036,27292,85
0.426457409,19199,36
0.451544722,28568,68
0.476631134,18126,33
0.501719017,37334,94
0.526805591,26959,57
0.551893474,34286,37
0.576979856,28928,54
0.602067199,115995,12
0.627154352,30139,47
0.652240756,19419,29
0.677328627,37395,40
0.702415030,22501,44
0.727502954,25336,64
0.752589207,23669,43
0.777684229,163081,64
0.802772302,26719,60
0.827858695,24448,33
0.852946567,32903,32
0.878033080,27060,65
0.903121074,29882,41
0.928208297,33166,89
0.953296038,133930,75
0.978383182,28752,60
1.003469545,22497,66
1.028557288,33993,60
1.053643520,28204,39
1.078731173,28812,29
1.103817507,24855,50
1.128905130,122213,24
1.153992222,30591,50
1.179078405,23055,78
1.204166028,31767,50
1.229252371,29492,68
1.254339983,28386,36
1.273955596,838597,2467
