time,L1-icache-loads,L1-icache-load-misses
0.025069059,3484842,8738
0.050174199,5806749,12069
0.075262569,6217043,11442
0.100351528,3740460,10636
0.125445997,4388107,10378
0.150534687,7818554,10558
0.175622737,3743299,11275
0.200714556,2911845,8205
0.225834655,2259666,5378
0.250957965,3785498,10699
0.276074815,12772243,8869
0.301182944,4132760,11859
0.326277053,549261,1442
0.351375383,614336,1759
0.376467363,3409051,10294
0.401555322,3858750,11929
0.426643171,3868263,11903
0.451731021,3860668,11934
0.476818929,3867884,12055
0.501906650,3958437,11995
0.526994589,5601380,10111
0.552083069,19496035,6565
0.577172118,4143083,12094
0.602259908,4186788,12144
0.627347827,4056273,12046
0.652435647,3797245,11986
0.677523436,3846293,11938
0.702611156,3290000,10304
0.727698746,3489906,11045
0.752797225,3583299,11470
0.777885144,3472795,11164
0.802975043,3481259,11219
0.828062834,3530188,11020
0.853149092,3472022,11568
0.878237102,3314892,10535
0.903326171,3790634,12514
0.928414220,3793408,12178
0.953502220,3794835,12193
0.978590170,3726432,12075
1.003678369,25439690,4700
1.028767108,17953231,8210
1.053855298,4038584,12118
1.078943278,4049353,11768
1.104031267,3798483,11616
1.129119356,3699484,11564
1.154207346,3818476,11802
1.179295436,3647322,11557
1.204383775,174368,198
1.229471025,29784,13
1.254557404,32183,0
1.279644883,34351,8
1.304731913,32768,8
1.329819883,35272,17
1.336111240,11292858,448
