time,L1-icache-loads,L1-icache-load-misses
0.025058641,817163,2691
0.050162532,<not counted>,<not counted>
0.075251393,106995,322
0.100343893,1249833,2999
0.125432815,3492299,6941
0.150515886,3726479,6999
0.175588406,4995824,13055
0.200660468,3734675,18396
0.225728059,3205355,16349
0.250794219,7298190,18701
0.275859381,2936666,15530
0.300924472,2905934,15852
0.325989572,2891410,15599
0.351054405,2956690,15962
0.376120905,11220936,13222
0.401188836,3645734,18470
0.426255107,3020991,15383
0.451321608,3081190,15712
0.476386599,3003206,15503
0.501453000,2977582,15681
0.526519441,2787316,14171
0.551585932,2970793,15859
0.576652213,3024723,16058
0.601717244,2968929,15863
0.626788905,19393331,11575
0.651870616,3759625,18153
0.676938687,3114992,15838
0.702006228,2824039,14209
0.727072659,2908273,14397
0.752148580,2875405,14530
0.777216051,2863017,14390
0.802282772,2844584,14150
0.827350433,2954538,14531
0.852418864,3057680,14816
0.877486725,2962994,15236
0.902551916,2947677,14434
0.927617127,3198643,15698
0.952684038,3267316,16150
0.977749039,3209806,15772
1.002815710,3240535,15405
1.027880801,3184170,15689
1.052947542,2933065,14187
1.078012223,3179744,15597
1.103077864,3058022,14819
1.128145144,6745614,14486
1.153226516,28620593,9684
1.178311257,7141879,16377
1.203387307,3262568,16587
1.228454829,3057027,15339
1.253521130,2958893,14813
1.278588190,3077218,15512
1.303654531,3129064,15661
1.328719113,3071084,15633
1.353786444,3158966,12591
1.378865284,25117,85
1.403953676,39398,93
1.429039857,30922,102
1.454127767,43169,100
1.479222939,31059,82
1.499973592,26234236,2183
