time,L1-icache-loads,L1-icache-load-misses
0.025069874,8475167,14092
0.050173487,28997,61
0.075261140,12391,65
0.100348714,30766,38
0.125434137,32110,86
0.150522100,28695,63
0.175608404,23889,60
0.200696095,50001,67
0.225782369,27522,47
0.250869542,42477,74
0.275957205,29186,62
0.301042949,37685,93
0.326132072,33054,64
0.351219775,35519,168
0.376307599,42757,67
0.401393862,27297,56
0.426481155,15212,40
0.451568259,29414,36
0.476654612,34907,72
0.501742215,26893,39
0.526828409,25195,31
0.551916120,36643,23
0.577002333,28963,50
0.602089327,24233,14
0.627176620,29773,47
0.652262703,18225,39
0.677350177,38329,61
0.702436290,36569,95
0.727524043,35295,59
0.752610727,28114,41
0.777698040,57794,12
0.802793153,27234,37
0.827879607,18864,29
0.852967230,35375,48
0.878053582,26281,47
0.903141245,32891,33
0.928227628,23672,49
0.953315382,124596,41
0.978402585,28516,55
1.003489048,19981,33
1.028576842,32834,33
1.053663335,26511,49
1.078751138,30362,30
1.103837561,24249,55
1.128925325,144153,43
1.154012438,28870,41
1.179098821,21831,57
1.204186465,32223,24
1.229272846,27943,48
1.254360480,29880,20
1.274704979,801265,2112
