time,L1-icache-loads,L1-icache-load-misses
0.025069601,3425209,8089
0.050175322,4741023,6328
0.075263783,2922027,6317
0.100352155,5236135,6154
0.125445565,3084752,6849
0.150556876,7458530,5763
0.175657597,2963018,6402
0.200745508,2909024,6160
0.225833419,2906423,6354
0.250921390,2932753,6605
0.276009182,2858587,6510
0.301097302,12074557,5299
0.326185273,2967155,6279
0.351273165,2934038,6323
0.376361105,2954403,6454
0.401449066,2806686,6235
0.426537068,2872489,6446
0.451625189,2796869,6476
0.476712910,2862191,6523
0.501807071,439688,982
0.526904942,1276024,3060
0.551996913,1636491,4005
0.577084833,2885865,6629
0.602172834,9471211,5864
0.627260906,14774893,5151
0.652348567,2973843,6750
0.677436417,2863537,6776
0.702524099,2895991,6628
0.727620120,2838516,6593
0.752719651,2816927,6558
0.777807472,2803926,6567
0.802895293,2867664,6786
0.827983095,2792260,6491
0.853070964,2783088,6702
0.878159846,2860241,6606
0.903249718,2892193,6536
0.928337658,2956424,6563
0.953425589,2891870,6731
0.978513610,2890543,6793
1.003610222,2900249,6472
1.028698273,2841602,6495
1.053786213,2987484,2881
1.078872905,31112,21
1.103959286,27203,69
1.129046996,31665,6
1.154133328,23207,6
1.179222419,39951,16
1.200173793,10993766,2376
