time,L1-icache-loads,L1-icache-load-misses
0.025057930,8397773,13073
0.050157961,47782,75
0.075245853,17763,104
0.100333563,29965,33
0.125419984,35897,36
0.150507596,27322,31
0.175593766,25486,38
0.200681307,43802,67
0.225767519,27525,63
0.250854609,21594,28
0.275941650,28348,60
0.301027891,23201,46
0.326115493,35780,35
0.351201633,28134,37
0.376289124,35846,52
0.401375206,27175,29
0.426462176,25567,38
0.451549227,28683,31
0.476635389,19241,14
0.501723179,37732,58
0.526809070,27317,73
0.551896432,32379,81
0.576982682,23425,59
0.602069983,128320,58
0.627156745,28451,57
0.652242835,20554,33
0.677330276,36450,58
0.702416248,27782,60
0.727503638,31496,46
0.752589839,20592,39
0.777677511,166727,69
0.802769981,28558,75
0.827856042,21788,38
0.852943814,32304,99
0.878030015,31513,77
0.903117935,28875,31
0.928204146,25020,50
0.953291596,127319,69
0.978378478,25910,28
1.003464719,22585,34
1.028552080,31986,66
1.053638141,33309,80
1.078725892,27273,34
1.103811993,27072,43
1.128899504,71083,59
1.153985555,27347,37
1.179071626,24789,69
1.204158977,35134,53
1.229244988,33429,113
1.254332579,45275,73
1.269686974,1066788,3908
