time,L1-icache-loads,L1-icache-load-misses
0.025059160,10706348,15275
0.050167691,23709,88
0.075255483,19956,25
0.100343233,30066,56
0.125430344,35116,109
0.150518265,27508,60
0.175604386,25001,59
0.200692397,39702,71
0.225778728,27603,76
0.250865849,19077,30
0.275953740,28965,61
0.301040160,18047,25
0.326129002,51322,131
0.351215413,25604,61
0.376303233,37826,35
0.401389574,27447,66
0.426476855,22100,40
0.451563786,24865,58
0.476650667,19093,41
0.501738309,37832,77
0.526825049,27941,48
0.551912560,34516,36
0.576998680,24170,36
0.602086582,159879,74
0.627173493,28061,50
0.652259743,20005,39
0.677347215,36798,58
0.702434786,36764,74
0.727523916,33501,23
0.752610017,25319,58
0.777706829,123229,78
0.802793939,28246,53
0.827881030,23125,26
0.852968650,30961,54
0.878054862,27142,61
0.903142663,28927,43
0.928228763,24430,52
0.953316355,124390,36
0.978403396,27677,57
1.003489646,21756,31
1.028577178,29614,44
1.053663409,27771,43
1.078752069,27877,33
1.103838401,26024,23
1.128926040,82527,38
1.154012202,30370,51
1.179098433,23775,37
1.204185904,31221,54
1.229272705,31125,58
1.254361516,27036,23
1.261634455,7343643,<not counted>
