time,L1-icache-loads,L1-icache-load-misses
0.025071289,910965,3083
0.050166968,2268912,5029
0.075244128,5198291,9810
0.100313439,5757791,10156
0.125380998,4264244,10563
0.150448507,3975972,11072
0.175515966,8278699,9425
0.200586216,4054323,10774
0.225653646,3861164,11144
0.250720135,3549931,9654
0.275786505,12573572,8224
0.300852334,4169098,10897
0.325918933,4112361,10937
0.350984513,4032982,10795
0.376050532,3711121,10916
0.401117143,3789000,11146
0.426182451,3253734,9774
0.451249061,3451813,10273
0.476315400,3521749,10088
0.501382980,14427124,7399
0.526450320,10685766,9947
0.551516629,4113638,11934
0.576582169,3646373,10973
0.601648678,3640317,11311
0.626714907,3410021,10356
0.651781026,3935065,12459
0.676847426,3843008,11322
0.701914106,3846202,11112
0.726981785,3862686,10947
0.752078405,1429372,3947
0.777163854,3768687,11384
0.802239903,3818740,11408
0.827308623,2832166,8191
0.852375922,3988135,11180
0.877442112,3983700,11324
0.902508021,3958802,11202
0.927573581,4010092,11430
0.952640160,3979422,11520
0.977721939,24308197,8309
1.002811589,21141075,5818
1.027890138,4121634,11799
1.052959058,2413136,6891
1.078026787,3931109,11596
1.103094257,3917911,11582
1.128161196,3841111,11316
1.153227285,4008848,11601
1.178291866,3908886,9322
1.203370904,35120,17
1.228459384,39836,15
1.253545733,29377,10
1.278633013,28338,13
1.303720382,33473,7
1.323026662,29525838,1098
