time,L1-icache-loads,L1-icache-load-misses
0.025059185,5245938,10333
0.050160669,40830,82
0.075249742,128718,300
0.100337615,26778,45
0.125424010,26545,27
0.150511864,32370,40
0.175598317,28089,64
0.200686271,34912,63
0.225772505,25294,43
0.250860229,125664,35
0.275947562,26691,48
0.301033907,36782,42
0.326121711,31291,46
0.351208054,28853,47
0.376295857,28592,39
0.401382162,25244,40
0.426469946,77179,52
0.451556309,27262,36
0.476642632,23611,50
0.501730277,32607,51
0.526816771,32392,76
0.551904524,26914,40
0.576990887,25241,50
0.602078702,63689,48
0.627165026,27467,48
0.652251209,25501,95
0.677338882,32527,47
0.702425118,21620,42
0.727512891,38936,55
0.752598994,26922,34
0.777686877,48424,45
0.802780163,28730,46
0.827866586,26906,104
0.852954509,30291,44
0.878040963,21688,34
0.903128778,36415,41
0.928215041,26233,46
0.953302814,40770,7
0.978389108,29881,48
1.003476363,28686,184
1.028564146,29288,47
1.053650559,23935,50
1.078738173,35589,57
1.103823498,29011,80
1.128911281,31354,87
1.153997654,30457,55
1.179085358,32988,230
1.204172923,30763,47
1.229259126,23925,30
1.254346770,38196,35
1.279432993,29988,62
1.281198684,539775,988
