time,L1-icache-loads,L1-icache-load-misses
0.025058602,3590111,8415
0.050148842,4679614,7106
0.075219094,2988361,6983
0.100286655,5185701,6820
0.125354055,2994157,6870
0.150422217,7456560,6195
0.175488227,2970479,6806
0.200553938,2921784,6795
0.225619260,2989129,6801
0.250684680,2915877,6689
0.275750452,2919179,6666
0.300815693,12115587,5790
0.325881213,2926534,7060
0.350946295,2976693,6836
0.376013725,2929302,6984
0.401079307,2975436,6862
0.426147498,2909618,6611
0.451213068,2924245,6625
0.476278620,2976311,6689
0.501343872,2913247,6711
0.526409321,2892712,6719
0.551474803,4221238,6803
0.576547554,19895378,4907
0.601626585,2980916,7085
0.626694396,2929028,6876
0.651761066,2994581,6979
0.676827248,2923001,6662
0.701893180,2983681,6775
0.726958899,2919646,6767
0.752033831,2929292,6819
0.777101572,2985766,6936
0.802168423,2914846,6801
0.827233714,2916704,6655
0.852299314,2987132,6767
0.877364846,2917184,6705
0.902430428,2966281,6727
0.927495788,2928359,6919
0.952561229,2927249,6740
0.977626660,2979171,6713
1.002705901,1923956,3416
1.027794732,39083,69
1.052882163,28156,0
1.077969234,29376,23
1.103055755,20142,7
1.128143755,36640,27
1.153186067,13284159,3272
