time,L1-icache-loads,L1-icache-load-misses
0.025070068,3056604,8202
0.050175777,5022041,9670
0.075264164,3682675,10654
0.100350972,6012695,10457
0.125437251,3534242,10777
0.150523138,8052352,9773
0.175611976,3820219,11132
0.200712444,3495695,10115
0.225827992,3338963,10279
0.250915900,3248548,10053
0.276004038,12400551,7803
0.301092066,4040699,11081
0.326180064,3191487,9952
0.351267982,3259156,10213
0.376355920,3270577,10267
0.401443948,3022240,9295
0.426531775,3364513,10769
0.451617924,3288697,10787
0.476705772,3350545,10554
0.501793659,3386404,10754
0.526881448,15493309,6885
0.551970006,9795981,10209
0.577057903,3438722,10370
0.602149632,3312139,10881
0.627237529,3417023,10949
0.652325518,3352266,11107
0.677413666,3295285,11045
0.702501213,3336332,11009
0.727589232,3334413,11033
0.752685040,3032172,9956
0.777773087,3288884,10686
0.802861096,3234946,10516
0.827949283,3252956,10544
0.853037151,3167000,10671
0.878125248,3281518,10583
0.903213157,3231453,10717
0.928299605,2935328,9980
0.953387722,3466153,11687
0.978475791,3478157,11547
1.003563848,3556385,11716
1.028652046,6811730,10097
1.053745255,31259267,2799
1.078843982,8871257,10075
1.103932030,3768906,10643
1.129020108,3155021,9721
1.154106536,3414653,10893
1.179194404,3315019,10414
1.204282322,3341542,10430
1.229370260,3370804,10854
1.254456148,2927157,6948
1.279542976,31265,26
1.304631154,35664,18
1.329717432,27347,12
1.354805450,133141,22
1.379892658,30811,21
1.396829109,30420962,1718
