time,L1-icache-loads,L1-icache-load-misses
0.025070891,1572870,4378
0.050178053,3452248,6051
0.075267253,4131217,7030
0.100355964,5205097,6691
0.125444035,2983142,6959
0.150532176,2927542,6664
0.175620417,7528503,6472
0.200709127,2920315,7155
0.225797388,2987392,7098
0.250885510,2929288,7117
0.275973520,2986241,6934
0.301061761,7438646,6359
0.326153752,7557953,6393
0.351241913,3000096,7078
0.376329624,2926511,6974
0.401417814,2982968,7136
0.426506136,2921169,6836
0.451594447,2980002,7014
0.476682517,2920954,7068
0.501770588,2864611,6924
0.526858559,2892153,7128
0.551946460,2938328,6910
0.577034551,12518914,5956
0.602122741,11611244,5706
0.627211023,2994509,6936
0.652298874,2932078,7072
0.677387444,2995164,7088
0.702475806,2926508,6892
0.727563986,2924037,7011
0.752662577,2995142,6996
0.777750539,2922013,7012
0.802839199,2949074,7018
0.827927630,2929534,6943
0.853015811,2917957,6896
0.878104231,2983947,6920
0.903191843,2912958,6839
0.928280173,2990590,7103
0.953368354,2921239,7001
0.978456116,2956783,7011
1.003544166,2855668,6177
1.028631987,37129,230
1.053730308,34182,20
1.078841278,25079,17
1.103934520,38048,17
1.129021100,30764,20
1.154108991,39391,11
1.170984327,8033164,1974
