time,L1-icache-loads,L1-icache-load-misses
0.025069550,4469694,8627
0.050175701,4049721,6949
0.075263333,3141033,6996
0.100351513,5021043,6651
0.125439694,2985651,6905
0.150527676,7475904,6395
0.175615776,2956205,6928
0.200703667,2969840,6978
0.225791679,2919240,6906
0.250879829,2917248,6927
0.275968130,2977295,6977
0.301056002,12035130,5670
0.326144123,2978657,7085
0.351232103,2917398,6832
0.376319865,2975388,6901
0.401407816,2885223,6934
0.426495646,2921074,6874
0.451583628,2863034,6781
0.476671729,2919190,6745
0.501759559,2859503,6829
0.526847371,2922096,6706
0.551934362,6573650,6261
0.577025133,17548970,5397
0.602120003,2927068,6817
0.627207745,2933070,6983
0.652295746,2983543,6902
0.677383706,2926319,6878
0.702471628,2987547,6823
0.727559459,2924373,6644
0.752658329,2981185,6810
0.777746281,2918332,6701
0.802834182,2892837,6769
0.827921943,2919464,6842
0.853009814,2865920,6899
0.878097795,2975419,6783
0.903185777,2919300,6831
0.928274417,2975408,6673
0.953362238,2920213,6993
0.978450270,2892686,6656
1.003538289,1178158,1840
1.028624851,28874,32
1.053712323,11676,23
1.078799652,31838,16
1.103886004,28651,14
1.128975576,32790,18
1.149707141,13698761,3719
