time,L1-icache-loads,L1-icache-load-misses
0.025057761,5720900,11327
0.050161561,28925,53
0.075250723,139160,55
0.100338184,26423,35
0.125424434,28447,54
0.150512286,31587,62
0.175598617,29222,91
0.200686507,24467,47
0.225772919,25878,46
0.250860700,76007,23
0.275947060,26602,40
0.301033452,30331,79
0.326121333,32259,59
0.351207213,30666,59
0.376294925,27025,46
0.401381336,26268,70
0.426469156,56737,39
0.451555438,27140,68
0.476641829,25509,66
0.501729600,32294,66
0.526815800,21689,42
0.551904012,34791,199
0.576990233,28265,47
0.602078003,50648,36
0.627164555,27239,75
0.652250816,28196,90
0.677338256,31540,62
0.702424538,22230,55
0.727512149,37281,57
0.752598359,26384,67
0.777685971,299164,500
0.802779492,28725,54
0.827866632,29752,230
0.852954294,29899,45
0.878040525,22523,32
0.903128135,34391,53
0.928227557,26928,53
0.953315988,34275,50
0.978402288,28787,54
1.003489549,31906,276
1.028577471,34901,89
1.053664071,24145,46
1.078751892,33207,63
1.103838274,28157,75
1.128926185,30404,41
1.154012665,29388,42
1.179099827,7727,155
1.204186688,33867,55
1.229272988,25711,49
1.254361600,32856,101
1.278204678,900101,2327
