time,L1-icache-loads,L1-icache-load-misses
0.025219080,8972244,13530
0.050326861,21125,74
0.075414861,14611,37
0.100502443,29552,38
0.125588744,33860,32
0.150676514,28268,43
0.175762666,24995,35
0.200850297,48181,46
0.225936707,26119,72
0.251024059,17051,24
0.276111139,29762,43
0.301196910,36452,126
0.326284662,26771,30
0.351371092,25170,46
0.376458703,37678,54
0.401545045,27061,53
0.426632394,18958,36
0.451719476,29191,30
0.476805667,17816,13
0.501893347,38798,49
0.526979569,27342,35
0.552067090,34926,39
0.577153400,26862,139
0.602240442,24574,12
0.627327602,37054,81
0.652413993,19090,22
0.677501655,37613,34
0.702587996,26778,44
0.727675656,33250,40
0.752761848,24476,39
0.777849387,154586,52
0.802941949,27270,41
0.828028130,19701,33
0.853115850,34635,42
0.878202172,26774,35
0.903289913,30553,41
0.928376124,23740,50
0.953462325,125094,48
0.978549956,30504,52
1.003636196,21188,76
1.028724408,34193,49
1.053810639,27794,25
1.078898149,29068,24
1.103984201,24318,36
1.129071612,120794,64
1.154158792,28701,50
1.179244964,23927,22
1.204332484,31355,32
1.229418465,23778,83
1.254506087,24624,30
1.269487933,1000293,3803
