time,L1-icache-loads,L1-icache-load-misses
0.025069371,1830874,4889
0.050175211,3747544,6529
0.075263613,4080183,6332
0.100352022,5140850,6194
0.125439984,2874093,6033
0.150528215,2889307,6151
0.175616675,7441016,6306
0.200704637,2876043,6168
0.225792637,2882814,6212
0.250880648,2883635,6113
0.275968390,2899314,6086
0.301056561,10257359,6288
0.326144871,4634124,6017
0.351232773,2883786,6196
0.376320502,2891458,6100
0.401408304,2883122,5953
0.426496036,2935975,5997
0.451583845,2897787,6052
0.476671457,2875528,5918
0.501759038,2880264,6005
0.526846908,2874504,5943
0.551934560,2853258,5902
0.577023440,11446297,6843
0.602114141,12994443,5388
0.627202093,2929387,6804
0.652289873,2985622,6894
0.677377854,2926897,6894
0.702465804,2925919,6873
0.727553445,2997753,7076
0.752650637,2921241,6984
0.777738297,2982793,6996
0.802825958,2917488,6916
0.827913930,2916116,7084
0.853001610,2979619,7157
0.878089311,2916389,7068
0.903177111,2909430,7065
0.928264903,2978919,7023
0.953352644,2911691,6969
0.978440414,2973822,7002
1.003528286,2637523,6680
1.028623917,159393,168
1.053711097,32450,26
1.078797138,19888,7
1.103884828,36198,25
1.128971030,29538,23
1.154058641,33772,11
1.171861663,10336899,2611
