time,L1-icache-loads,L1-icache-load-misses
0.025069520,1225419,3906
0.050174619,5043666,10980
0.075263108,5058887,10965
0.100351408,6283979,10196
0.125439348,3850920,10521
0.150527277,8057114,8578
0.175615306,4084348,10878
0.200694626,3780502,10770
0.225778006,3950774,10909
0.250858605,7392814,9083
0.275947064,9312812,8166
0.301035094,4115998,9349
0.326123224,4068376,9635
0.351211123,3853964,10449
0.376298892,3806387,10597
0.401386852,3787165,10582
0.426474652,3771911,10414
0.451567131,3537681,9511
0.476659031,13364643,7142
0.501747810,12081968,8512
0.526835831,4120100,10201
0.551923600,3714700,9404
0.577011359,3579710,9977
0.602099148,3570729,9575
0.627185239,3534104,9477
0.652273198,3368706,8854
0.677360967,3872211,10440
0.702449476,3813987,9843
0.727537397,3960826,10495
0.752634746,3852373,10056
0.777722535,3848753,10025
0.802810774,3842417,10126
0.827898765,3500271,8920
0.852986563,3989848,10609
0.878074343,3836296,9799
0.903162142,3853827,10262
0.928250223,4006175,10360
0.953343771,30332900,11309
0.978446561,16301304,7039
1.003534550,4130244,10324
1.028623171,4113023,10361
1.053711029,3937001,10281
1.078798349,3689571,9808
1.103884428,3637958,9929
1.128972149,3662698,9764
1.154058387,2725448,3081
1.179144917,31272,25
1.204232407,32504,23
1.229319997,31943,13
1.254405895,26055,21
1.279493506,39093,7
1.287950291,14360656,777
