time,L1-icache-loads,L1-icache-load-misses
0.025069619,1457105,4341
0.050176597,5408457,10601
0.075265426,4328058,9643
0.100353713,5907401,9484
0.125441741,3447073,9238
0.150528160,7987872,8433
0.175619338,3542655,9695
0.200724096,3478058,9521
0.225812644,3394305,9376
0.250900582,3453584,9385
0.275988551,12369118,7347
0.301076599,4161910,10416
0.326164546,3453039,8974
0.351252665,3271859,8987
0.376340544,3312952,9030
0.401428461,3195199,8988
0.426516300,3189669,9145
0.451604258,3203224,9272
0.476690686,3212610,9446
0.501776934,3125572,9365
0.526864883,6687359,8269
0.551953131,18087989,7263
0.577041889,4168635,11612
0.602130258,3643517,10676
0.627218006,3581258,10558
0.652305724,3602734,10542
0.677396372,3236818,9572
0.702490160,3470270,10284
0.727576369,3463246,10391
0.752674316,3325372,10346
0.777762174,3375965,10515
0.802850053,3396807,10040
0.827937822,3432850,10319
0.853025679,3174096,9569
0.878113347,3377048,10333
0.903201196,3408289,10149
0.928289094,3455421,10335
0.953377752,3334788,10099
0.978465541,3456160,10413
1.003553808,3151842,9465
1.028641687,8649614,9489
1.053730825,30507048,3115
1.078827404,7815422,10032
1.103915341,3996621,10993
1.129001450,3601148,10208
1.154087478,3516710,9933
1.179175287,3581181,10417
1.204263234,3092167,8713
1.229350702,3338801,9416
1.254436711,2890095,6311
1.279523080,32392,24
1.304610667,30460,6
1.329696705,29645,12
1.354783864,11625,91
1.379870952,35303,16
1.394117546,25502237,1467
