time,L1-icache-loads,L1-icache-load-misses
0.025058675,8321931,13484
0.050161439,38560,64
0.075249202,12819,10
0.100336845,31064,33
0.125423420,31286,51
0.150511344,28923,34
0.175597617,23919,36
0.200685280,50153,47
0.225771504,27306,33
0.250858669,14431,36
0.275945642,29134,40
0.301032015,33712,66
0.326119809,28549,38
0.351206054,24417,68
0.376293637,39653,61
0.401379860,27115,59
0.426466994,15510,71
0.451554218,29452,67
0.476640432,34429,109
0.501727815,26144,61
0.526813959,25582,51
0.551901422,35709,49
0.576987607,28476,42
0.602074501,19142,14
0.627161584,29001,21
0.652247777,18282,13
0.677334912,45803,73
0.702421046,34693,111
0.727508049,34162,22
0.752586772,28035,46
0.777673586,58505,12
0.802765891,27064,45
0.827852084,18982,30
0.852939767,34811,31
0.878026091,26341,44
0.903113666,28223,35
0.928199879,21596,30
0.953287642,123703,28
0.978374776,28622,27
1.003462921,20110,42
1.028552614,32843,82
1.053640098,26607,49
1.078727811,31670,20
1.103814164,23956,52
1.128902019,119858,37
1.153989183,30579,56
1.179075266,21541,39
1.204162939,32881,44
1.229249354,28887,71
1.254336988,29002,53
1.275209374,794610,2204
