time,L1-icache-loads,L1-icache-load-misses
0.025058362,10346802,14845
0.050151583,32032,73
0.075219964,15728,42
0.100285545,29160,52
0.125348337,29925,47
0.150412168,27201,44
0.175474638,25262,57
0.200538190,36977,54
0.225601562,29431,65
0.250681313,27524,14
0.275768503,28608,56
0.300854805,20712,26
0.325942586,48283,106
0.351028936,26859,60
0.376116598,35162,44
0.401202939,29480,66
0.426290059,25248,32
0.451377280,28312,53
0.476463522,19345,14
0.501551223,34005,36
0.526637403,27247,52
0.551725075,32863,55
0.576811446,26460,49
0.601899146,129212,58
0.626986268,28514,46
0.652072559,20722,41
0.677160271,57165,147
0.702246441,30737,62
0.727333952,30878,53
0.752420264,25875,42
0.777515154,128746,134
0.802602245,26985,50
0.827688657,21326,57
0.852776518,30868,54
0.877862878,30719,77
0.902952470,28355,42
0.928038591,25071,53
0.953126351,127510,44
0.978213323,26122,30
1.003299574,22597,56
1.028387134,31569,50
1.053473396,34238,44
1.078560807,27369,38
1.103647119,25323,56
1.128734749,70968,41
1.153821440,28720,45
1.178908352,30349,41
1.203995932,31391,57
1.229082023,21688,81
1.254177925,46086,71
1.260733859,<not counted>,<not counted>
