time,L1-icache-loads,L1-icache-load-misses
0.025069571,3474047,9450
0.050173712,5082977,9537
0.075262382,3237643,9096
0.100350892,5697220,9328
0.125439392,3240318,9234
0.150525883,7878423,8395
0.175613984,3553138,9833
0.200702114,3121965,8768
0.225790204,3440802,9576
0.250878305,3387080,9439
0.275966336,9729794,8347
0.301054625,6728317,9779
0.326142766,3773013,10068
0.351229947,3122193,8798
0.376318257,3298860,9924
0.401406338,3324784,9534
0.426492737,3260184,9818
0.451580638,3269339,9813
0.476668499,3210288,9891
0.501756500,3220672,9917
0.526844599,7788110,8397
0.551933300,17186393,7327
0.577021671,3687176,10419
0.602110112,3235683,9562
0.627198422,3236317,9244
0.652286502,3218637,9359
0.677374442,3329473,9786
0.702460623,3229672,9367
0.727546964,3076165,8932
0.752645753,3418912,10345
0.777733864,3433166,10138
0.802820305,3513586,10662
0.827906815,3432023,10191
0.852995266,3421927,10253
0.878083936,3157775,9270
0.903172067,3384769,10113
0.928260117,3403328,10156
0.953348327,3304139,9880
0.978436597,3312548,9931
1.003525668,3350192,9666
1.028611858,3296106,9707
1.053701009,25808311,6980
1.078792809,26775013,10111
1.103882490,4172072,11022
1.128970891,4000182,10480
1.154057430,3383139,10036
1.179145751,3379714,9896
1.204233952,3442321,9821
1.229320973,3224289,9297
1.254397293,3424500,9955
1.279485383,33171,6
1.304573043,30723,7
1.329659844,21963,7
1.354747895,37397,7
1.379834774,33144,15
1.404922845,35939,14
1.410818775,10303500,548
