time,L1-icache-loads,L1-icache-load-misses
0.025069864,11557058,15283
0.050164097,33806,79
0.075252790,9652,118
0.100339724,33059,61
0.125426297,28826,66
0.150514150,31879,62
0.175600494,29028,49
0.200688347,26978,48
0.225774850,27375,62
0.250861904,9945,30
0.275949007,31126,50
0.301035410,32888,62
0.326123114,30258,69
0.351209827,24124,40
0.376297592,51568,70
0.401384145,27291,36
0.426471419,10002,61
0.451558682,31378,38
0.476645075,27059,52
0.501732779,32595,45
0.526819022,23737,37
0.551906685,45882,52
0.576992919,27224,35
0.602080372,26739,30
0.627167625,31332,45
0.652254059,28566,52
0.677341652,32626,31
0.702428065,23942,41
0.727515639,41656,27
0.752601912,26492,54
0.777688915,15246,26
0.802785889,31152,52
0.827872282,28768,90
0.852960525,27586,61
0.878046679,24191,56
0.903134372,37516,58
0.928220805,26665,67
0.953307810,18096,54
0.978394984,30493,57
1.003481307,30849,74
1.028569000,26329,36
1.053655404,24608,36
1.078743117,35441,35
1.103830080,28210,56
1.128919464,20502,13
1.154008137,32174,48
1.179094500,18611,27
1.204182204,34992,35
1.229268607,25808,48
1.254356360,33886,32
1.275224107,730746,1867
